negatives
"frozenset({'P04629', 'IL3', 'Q5T5X7'})"
"frozenset({'P27694', 'P57678', 'IL3'})"
"frozenset({'Q9UQM7', 'Q06432', 'IL3'})"
"frozenset({'Q9HD26', 'O43424', 'IL3'})"
"frozenset({'Q9UNA4', 'Q13137', 'IL3'})"
"frozenset({'Q13162', 'Q06520', 'IL3'})"
"frozenset({'P62714', 'IL3', 'O15212'})"
"frozenset({'P16234', 'IL3', 'Q06124'})"
"frozenset({'IL3', 'Q99459', 'Q9H0E9'})"
"frozenset({'P10301', 'Q15052', 'IL3'})"
"frozenset({'Q9ULW2', 'IL3', 'P56704'})"
"frozenset({'Q7Z3S9', 'IL3', 'P08311'})"
"frozenset({'Q15717', 'Q8IYS1', 'IL3'})"
"frozenset({'Q96ST3', 'P41182', 'IL3'})"
"frozenset({'IL3', 'O00400', 'O00165'})"
"frozenset({'O75140', 'P05412', 'IL3'})"
"frozenset({'P62244', 'P18077', 'IL3'})"
"frozenset({'IL3', 'P50222', 'Q969E8'})"
"frozenset({'IL3', 'Q99879', 'Q6FI13'})"
"frozenset({'Q13617', 'Q15717', 'IL3'})"
"frozenset({'P11831', 'IL3', 'P17947'})"
"frozenset({'Q12788', 'IL3', 'O43818'})"
"frozenset({'O96019', 'P60709', 'IL3'})"
"frozenset({'IL3', 'Q6PKG0', 'P26368'})"
"frozenset({'P41743', 'Q9HCE7', 'IL3'})"
"frozenset({'Q9H4M9', 'Q9P2R3', 'IL3'})"
"frozenset({'O15169', 'IL3', 'O43586'})"
"frozenset({'Q9Y2H6', 'IL3', 'Q9NW97'})"
"frozenset({'P01889', 'IL3', 'Q9H583'})"
"frozenset({'IL3', 'Q86TM6', 'P25788'})"
"frozenset({'P22102', 'IL3', 'P83731'})"
"frozenset({'IL3', 'P50995', 'P07355'})"
"frozenset({'IL3', 'P46013', 'P24941'})"
"frozenset({'Q13227', 'IL3', 'Q09472'})"
"frozenset({'Q07666', 'IL3', 'P03372'})"
"frozenset({'P04070', 'P01009', 'IL3'})"
"frozenset({'Q96H20', 'IL3', 'O14641'})"
"frozenset({'P34947', 'Q9BQG0', 'IL3'})"
"frozenset({'P10276', 'IL3', 'P05783'})"
"frozenset({'Q9UBU9', 'Q9NZ08', 'IL3'})"
"frozenset({'Q6ZVM7', 'P50225', 'IL3'})"
"frozenset({'Q05655', 'IL3', 'P17405'})"
"frozenset({'O95295', 'O60282', 'IL3'})"
"frozenset({'Q05513', 'IL3', 'P53004'})"
"frozenset({'Q8IUH5', 'Q93079', 'IL3'})"
"frozenset({'Q16512', 'IL3', 'P43363'})"
"frozenset({'Q12948', 'IL3', 'Q12800'})"
"frozenset({'P61421', 'Q8IUD2', 'IL3'})"
"frozenset({'O14617', 'P35222', 'IL3'})"
"frozenset({'Q9P013', 'P05412', 'IL3'})"
"frozenset({'Q15040', 'P60410', 'IL3'})"
"frozenset({'O95467', 'Q9BWD1', 'IL3'})"
"frozenset({'Q9NP55', 'IL3', 'Q8IVS8'})"
"frozenset({'Q15717', 'P00367', 'IL3'})"
"frozenset({'P31749', 'IL3', 'P17844'})"
"frozenset({'Q9Y4A5', 'IL3', 'Q9NXR8'})"
"frozenset({'IL3', 'P11229', 'P15311'})"
"frozenset({'Q9BQG0', 'IL3', 'Q13618'})"
"frozenset({'IL3', 'P52272', 'O75365'})"
"frozenset({'IL3', 'Q96GD4', 'O75179'})"
"frozenset({'O60551', 'Q9BR61', 'IL3'})"
"frozenset({'IL3', 'P47985', 'Q969X5'})"
"frozenset({'Q96JC9', 'Q8N7W2', 'IL3'})"
"frozenset({'Q96H86', 'Q15717', 'IL3'})"
"frozenset({'Q9Y5L0', 'Q14166', 'IL3'})"
"frozenset({'O95166', 'Q9NR30', 'IL3'})"
"frozenset({'Q8TAP4', 'IL3', 'Q02446'})"
"frozenset({'Q08999', 'P85037', 'IL3'})"
"frozenset({'Q16539', 'IL3', 'O14920'})"
"frozenset({'Q8IWF7', 'A5D8V6', 'IL3'})"
"frozenset({'P19012', 'IL3', 'Q5JVL4'})"
"frozenset({'P29353', 'IL3', 'O95831'})"
"frozenset({'IL3', 'Q96T49', 'P62280'})"
"frozenset({'Q96G21', 'IL3', 'Q13769'})"
"frozenset({'P35222', 'IL3', 'Q99623'})"
"frozenset({'Q16526', 'IL3', 'Q9Y478'})"
"frozenset({'Q86VQ0', 'IL3', 'Q9P2K3'})"
"frozenset({'P05388', 'IL3', 'P15880'})"
"frozenset({'Q6K0P9', 'IL3', 'P31939'})"
"frozenset({'Q9UKA8', 'O75147', 'IL3'})"
"frozenset({'P62312', 'IL3', 'Q13148'})"
"frozenset({'P41587', 'IL3', 'P63092'})"
"frozenset({'IL3', 'O95718', 'P10620'})"
"frozenset({'Q13200', 'IL3', 'P45983'})"
"frozenset({'P35998', 'IL3', 'P07195'})"
"frozenset({'P07900', 'IL3', 'Q8NFZ0'})"
"frozenset({'Q9NRD5', 'P42261', 'IL3'})"
"frozenset({'IL3', 'P19320', 'P62280'})"
"frozenset({'IL3', 'P61254', 'Q9NY93'})"
"frozenset({'P60369', 'O00560', 'IL3'})"
"frozenset({'Q8TAQ2', 'O75147', 'IL3'})"
"frozenset({'O14744', 'P63104', 'IL3'})"
"frozenset({'P36873', 'P36578', 'IL3'})"
"frozenset({'Q96RU2', 'Q969Q1', 'IL3'})"
"frozenset({'Q9UNH7', 'P38398', 'IL3'})"
"frozenset({'IL3', 'Q9UKB1', 'Q15031'})"
"frozenset({'Q676U5', 'Q9Y239', 'IL3'})"
"frozenset({'Q9UBD5', 'Q13315', 'IL3'})"
"frozenset({'Q14164', 'Q9UQ80', 'IL3'})"
"frozenset({'IL3', 'Q14596', 'Q99689'})"
"frozenset({'P33176', 'IL3', 'Q5W0Q7'})"
"frozenset({'P05412', 'Q12968', 'IL3'})"
"frozenset({'P51157', 'IL3', 'Q8NEH6'})"
"frozenset({'Q6PF05', 'O00471', 'IL3'})"
"frozenset({'IL3', 'P83881', 'P62899'})"
"frozenset({'Q13630', 'IL3', 'Q92499'})"
"frozenset({'Q96A65', 'Q5BJF6', 'IL3'})"
"frozenset({'Q9H254', 'IL3', 'Q92932'})"
"frozenset({'IL3', 'O00220', 'P51398'})"
"frozenset({'IL3', 'A8MQ03', 'Q5TCM9'})"
"frozenset({'Q15796', 'Q13501', 'IL3'})"
"frozenset({'Q02078', 'IL3', 'Q13547'})"
"frozenset({'O00505', 'IL3', 'Q8TE12'})"
"frozenset({'P63215', 'IL3', 'P45983'})"
"frozenset({'IL3', 'P13929', 'P61604'})"
"frozenset({'P09619', 'IL3', 'P34130'})"
"frozenset({'P36873', 'P41236', 'IL3'})"
"frozenset({'Q29974', 'IL3', 'Q8TCQ1'})"
"frozenset({'Q15003', 'Q13573', 'IL3'})"
"frozenset({'IL3', 'Q9P2K3', 'Q92769'})"
"frozenset({'IL3', 'O00442', 'P35606'})"
"frozenset({'O95409', 'IL3', 'P10071'})"
"frozenset({'P55072', 'P40227', 'IL3'})"
"frozenset({'P30411', 'IL3', 'P06870'})"
"frozenset({'IL3', 'P27361', 'P61978'})"
"frozenset({'P04075', 'IL3', 'P13929'})"
"frozenset({'Q96EP1', 'P29590', 'IL3'})"
"frozenset({'Q96JN0', 'IL3', 'Q99612'})"
"frozenset({'Q9C0C2', 'IL3', 'P12830'})"
"frozenset({'P68431', 'P62826', 'IL3'})"
"frozenset({'P62241', 'Q9Y2K1', 'IL3'})"
"frozenset({'P49736', 'IL3', 'Q9Y678'})"
"frozenset({'Q00610', 'IL3', 'Q9NQW6'})"
"frozenset({'Q8IU81', 'IL3', 'Q96B97'})"
"frozenset({'Q9H5J4', 'IL3', 'Q96G23'})"
"frozenset({'P40313', 'Q06323', 'IL3'})"
"frozenset({'P68400', 'IL3', 'O43156'})"
"frozenset({'P08670', 'IL3', 'Q99759'})"
"frozenset({'P11940', 'IL3', 'Q14240'})"
"frozenset({'Q8WXA9', 'O60812', 'IL3'})"
"frozenset({'P68363', 'Q9BVA1', 'IL3'})"
"frozenset({'Q8TCG1', 'Q9NZQ7', 'IL3'})"
"frozenset({'Q99877', 'Q99878', 'IL3'})"
"frozenset({'Q5JVS0', 'IL3', 'Q06787'})"
"frozenset({'Q9UJV3', 'Q96R06', 'IL3'})"
"frozenset({'P01036', 'Q8IW19', 'IL3'})"
"frozenset({'P09603', 'P09619', 'IL3'})"
"frozenset({'Q13610', 'IL3', 'Q16531'})"
"frozenset({'P53365', 'IL3', 'P84077'})"
"frozenset({'P50402', 'P10398', 'IL3'})"
"frozenset({'IL3', 'P49591', 'P26639'})"
"frozenset({'Q8IYI6', 'O60939', 'IL3'})"
"frozenset({'O94888', 'IL3', 'O95218'})"
"frozenset({'Q9NYB9', 'IL3', 'Q15323'})"
"frozenset({'IL3', 'Q99757', 'P40855'})"
"frozenset({'IL3', 'P49759', 'O76083'})"
"frozenset({'O14908', 'P11166', 'IL3'})"
"frozenset({'Q15165', 'P54289', 'IL3'})"
"frozenset({'Q9H7C4', 'P08670', 'IL3'})"
"frozenset({'Q9H1B5', 'IL3', 'Q92949'})"
"frozenset({'P21281', 'Q5T3F8', 'IL3'})"
"frozenset({'Q15717', 'IL3', 'Q9NZL9'})"
"frozenset({'IL3', 'Q02363', 'P06400'})"
"frozenset({'Q15025', 'Q12933', 'IL3'})"
"frozenset({'P30519', 'IL3', 'P62879'})"
"frozenset({'Q9H3F6', 'IL3', 'O43542'})"
"frozenset({'Q9UJF2', 'IL3', 'P56524'})"
"frozenset({'IL3', 'P55084', 'P24941'})"
"frozenset({'P50616', 'IL3', 'P05067'})"
"frozenset({'Q8IY37', 'IL3', 'P01106'})"
"frozenset({'IL3', 'Q9NV70', 'Q567U6'})"
"frozenset({'P04049', 'IL3', 'P68104'})"
"frozenset({'Q9H0E2', 'O60603', 'IL3'})"
"frozenset({'Q07889', 'IL3', 'P07355'})"
"frozenset({'P46781', 'P38919', 'IL3'})"
"frozenset({'P46087', 'P11388', 'IL3'})"
"frozenset({'Q9UI42', 'P61421', 'IL3'})"
"frozenset({'P54198', 'P24928', 'IL3'})"
"frozenset({'O60291', 'Q96B02', 'IL3'})"
"frozenset({'Q08380', 'P41279', 'IL3'})"
"frozenset({'P20333', 'P11142', 'IL3'})"
"frozenset({'P26038', 'IL3', 'P05161'})"
"frozenset({'IL3', 'Q9HCE1', 'Q92974'})"
"frozenset({'O95897', 'IL3', 'O14775'})"
"frozenset({'O94822', 'P60468', 'IL3'})"
"frozenset({'Q9ULM3', 'IL3', 'P51610'})"
"frozenset({'Q9BTF0', 'Q9Y5X2', 'IL3'})"
"frozenset({'Q8WWW0', 'IL3', 'Q9BS26'})"
"frozenset({'O14639', 'IL3', 'Q16643'})"
"frozenset({'Q9H4I2', 'Q9UKY1', 'IL3'})"
"frozenset({'Q96QU8', 'Q86Y56', 'IL3'})"
"frozenset({'Q03405', 'IL3', 'P01042'})"
"frozenset({'Q9NRR5', 'IL3', 'P04279'})"
"frozenset({'Q96ED9', 'IL3', 'Q8N490'})"
"frozenset({'Q14161', 'Q9Y2D1', 'IL3'})"
"frozenset({'Q8IUN9', 'Q13021', 'IL3'})"
"frozenset({'IL3', 'P43355', 'Q9BYE7'})"
"frozenset({'Q6ZN17', 'Q9NPE3', 'IL3'})"
"frozenset({'Q9BSL1', 'IL3', 'Q9UK32'})"
"frozenset({'IL3', 'Q9Y2T5', 'Q92685'})"
"frozenset({'P15941', 'IL3', 'Q15303'})"
"frozenset({'P46778', 'IL3', 'P62899'})"
"frozenset({'O75152', 'IL3', 'Q08050'})"
"frozenset({'Q99878', 'IL3', 'Q9BUN8'})"
"frozenset({'P01375', 'IL3', 'Q4ZIN3'})"
"frozenset({'IL3', 'Q9UBG0', 'P17931'})"
"frozenset({'Q9Y6K0', 'IL3', 'Q7Z406'})"
"frozenset({'P62875', 'IL3', 'Q6P1J9'})"
"frozenset({'P68363', 'Q9Y4B5', 'IL3'})"
"frozenset({'Q8N3C0', 'IL3', 'P06493'})"
"frozenset({'Q9Y2U5', 'P46734', 'IL3'})"
"frozenset({'IL3', 'P27361', 'P41235'})"
"frozenset({'P50416', 'O95714', 'IL3'})"
"frozenset({'P62140', 'IL3', 'Q9ULV4'})"
"frozenset({'P46937', 'Q92841', 'IL3'})"
"frozenset({'P55196', 'IL3', 'Q3MII6'})"
"frozenset({'P68400', 'IL3', 'Q06787'})"
"frozenset({'Q05655', 'IL3', 'Q8IV50'})"
"frozenset({'O60506', 'P27635', 'IL3'})"
"frozenset({'Q16526', 'P62714', 'IL3'})"
"frozenset({'Q96DX5', 'IL3', 'P15121'})"
"frozenset({'P35268', 'P46781', 'IL3'})"
"frozenset({'P20929', 'IL3', 'P13929'})"
"frozenset({'IL3', 'P78318', 'P05386'})"
"frozenset({'P60328', 'IL3', 'Q8IVT2'})"
"frozenset({'P30443', 'IL3', 'O43908'})"
"frozenset({'Q9NZN8', 'IL3', 'Q92900'})"
"frozenset({'Q13765', 'IL3', 'Q9UKB1'})"
"frozenset({'Q96R06', 'IL3', 'O60502'})"
"frozenset({'Q9P2P5', 'P15374', 'IL3'})"
"frozenset({'P35222', 'Q14498', 'IL3'})"
"frozenset({'IL3', 'P14923', 'P63167'})"
"frozenset({'P08238', 'Q86UV7', 'IL3'})"
"frozenset({'A6NKD9', 'Q5VX71', 'IL3'})"
"frozenset({'IL3', 'Q8IYE0', 'Q96D09'})"
"frozenset({'P27105', 'Q9HAV4', 'IL3'})"
"frozenset({'Q9P2W3', 'IL3', 'Q8NGT0'})"
"frozenset({'P78371', 'IL3', 'Q16659'})"
"frozenset({'Q9UH65', 'Q9UNF0', 'IL3'})"
"frozenset({'P0DP24', 'Q13554', 'IL3'})"
"frozenset({'Q9BSM1', 'IL3', 'O00743'})"
"frozenset({'Q9BUH8', 'Q96BD8', 'IL3'})"
"frozenset({'P38405', 'Q8NGY6', 'IL3'})"
"frozenset({'Q08188', 'IL3', 'Q70EK8'})"
"frozenset({'O43390', 'IL3', 'Q96PK6'})"
"frozenset({'P30613', 'Q9Y6I4', 'IL3'})"
"frozenset({'Q9Y5Y7', 'P15692', 'IL3'})"
"frozenset({'Q9Y3I0', 'IL3', 'Q9BVC5'})"
"frozenset({'P35609', 'IL3', 'Q6P0Q8'})"
"frozenset({'P17538', 'P01009', 'IL3'})"
"frozenset({'P37173', 'Q7Z4F1', 'IL3'})"
"frozenset({'IL3', 'Q92569', 'P61224'})"
"frozenset({'P10599', 'P09104', 'IL3'})"
"frozenset({'P00533', 'Q04695', 'IL3'})"
"frozenset({'Q8IUQ0', 'Q38SD2', 'IL3'})"
"frozenset({'O95155', 'IL3', 'Q12959'})"
"frozenset({'Q6ZNA4', 'IL3', 'Q8TDY2'})"
"frozenset({'Q13009', 'IL3', 'Q12955'})"
"frozenset({'Q13619', 'IL3', 'Q15714'})"
"frozenset({'Q17RB8', 'IL3', 'Q9H8Y8'})"
"frozenset({'P42285', 'P38919', 'IL3'})"
"frozenset({'IL3', 'Q09472', 'P04637'})"
"frozenset({'O15234', 'IL3', 'Q8N726'})"
"frozenset({'Q9UMR2', 'IL3', 'P56545'})"
"frozenset({'P0DPB5', 'IL3', 'P19387'})"
"frozenset({'O95628', 'IL3', 'P61077'})"
"frozenset({'P11142', 'IL3', 'P49815'})"
"frozenset({'Q13362', 'Q13315', 'IL3'})"
"frozenset({'P14210', 'P38398', 'IL3'})"
"frozenset({'P20036', 'IL3', 'A2RUC4'})"
"frozenset({'Q9UKT9', 'IL3', 'Q16543'})"
"frozenset({'IL3', 'Q9Y496', 'Q96EV8'})"
"frozenset({'P10909', 'P41586', 'IL3'})"
"frozenset({'O75461', 'P38398', 'IL3'})"
"frozenset({'Q15973', 'P60410', 'IL3'})"
"frozenset({'Q96GM5', 'IL3', 'P0C869'})"
"frozenset({'P12931', 'IL3', 'Q15139'})"
"frozenset({'Q16718', 'IL3', 'P17612'})"
"frozenset({'P52747', 'IL3', 'Q8WU79'})"
"frozenset({'Q8IWL3', 'P22570', 'IL3'})"
"frozenset({'P40818', 'P12931', 'IL3'})"
"frozenset({'P05109', 'IL3', 'Q9H0R8'})"
"frozenset({'P62805', 'Q13618', 'IL3'})"
"frozenset({'Q92777', 'IL3', 'O75052'})"
"frozenset({'Q8TEP8', 'O60610', 'IL3'})"
"frozenset({'P51671', 'IL3', 'P37231'})"
"frozenset({'Q96BH3', 'IL3', 'P15172'})"
"frozenset({'P00533', 'P78527', 'IL3'})"
"frozenset({'IL3', 'Q8IV04', 'P26371'})"
"frozenset({'P43243', 'IL3', 'P25705'})"
"frozenset({'P49761', 'O14757', 'IL3'})"
"frozenset({'IL3', 'Q92785', 'Q8WUZ0'})"
"frozenset({'P15923', 'IL3', 'O75593'})"
"frozenset({'Q9BY78', 'IL3', 'O75844'})"
"frozenset({'O00212', 'IL3', 'Q14185'})"
"frozenset({'Q15696', 'IL3', 'Q6PID6'})"
"frozenset({'IL3', 'Q8N1G0', 'Q86YP4'})"
"frozenset({'P84022', 'IL3', 'O14641'})"
"frozenset({'P07900', 'IL3', 'Q13105'})"
"frozenset({'Q8IYE1', 'O76011', 'IL3'})"
"frozenset({'Q04917', 'P55196', 'IL3'})"
"frozenset({'Q05516', 'P40424', 'IL3'})"
"frozenset({'P49748', 'IL3', 'P06493'})"
"frozenset({'P49790', 'IL3', 'Q9NUW8'})"
"frozenset({'O95297', 'Q15717', 'IL3'})"
"frozenset({'Q15785', 'Q14103', 'IL3'})"
"frozenset({'IL3', 'P17612', 'Q9UBI6'})"
"frozenset({'O43852', 'IL3', 'Q9NYZ3'})"
"frozenset({'P37802', 'P09960', 'IL3'})"
"frozenset({'P08047', 'IL3', 'Q9Y6Q6'})"
"frozenset({'P63261', 'Q9UJM3', 'IL3'})"
"frozenset({'IL3', 'P17612', 'Q8NGE2'})"
"frozenset({'P14921', 'IL3', 'Q16659'})"
"frozenset({'IL3', 'Q01105', 'P20309'})"
"frozenset({'Q9ULA0', 'IL3', 'O76013'})"
"frozenset({'O95678', 'IL3', 'Q8NA54'})"
"frozenset({'Q8NGL4', 'IL3', 'P22612'})"
"frozenset({'P07910', 'IL3', 'P25788'})"
"frozenset({'Q9H1B7', 'O75607', 'IL3'})"
"frozenset({'Q6IPU0', 'Q9BU64', 'IL3'})"
"frozenset({'Q7L3S4', 'IL3', 'Q96HE9'})"
"frozenset({'P46940', 'Q6IQ23', 'IL3'})"
"frozenset({'Q01860', 'IL3', 'P49711'})"
"frozenset({'O95684', 'IL3', 'Q9UPZ3'})"
"frozenset({'Q07960', 'P15153', 'IL3'})"
"frozenset({'O94905', 'Q96CS3', 'IL3'})"
"frozenset({'P62241', 'P30050', 'IL3'})"
"frozenset({'Q15233', 'Q9Y616', 'IL3'})"
"frozenset({'Q12840', 'Q9H0B6', 'IL3'})"
"frozenset({'Q9H9B4', 'IL3', 'Q9P0U1'})"
"frozenset({'P57071', 'IL3', 'Q96HE9'})"
"frozenset({'Q14999', 'P11388', 'IL3'})"
"frozenset({'IL3', 'Q09472', 'Q9BXK1'})"
"frozenset({'O00329', 'Q9UQC2', 'IL3'})"
"frozenset({'P35659', 'Q8N4V1', 'IL3'})"
"frozenset({'O75182', 'P29375', 'IL3'})"
"frozenset({'P62195', 'P20941', 'IL3'})"
"frozenset({'IL3', 'O75643', 'Q13523'})"
"frozenset({'P40763', 'IL3', 'Q9NSE2'})"
"frozenset({'P35626', 'Q8NGZ5', 'IL3'})"
"frozenset({'P04899', 'IL3', 'P08913'})"
"frozenset({'IL3', 'Q5TAQ9', 'Q9UKB1'})"
"frozenset({'P43628', 'IL3', 'Q06124'})"
"frozenset({'IL3', 'P08237', 'Q13573'})"
"frozenset({'Q9BQB6', 'IL3', 'Q9UJX2'})"
"frozenset({'P12109', 'Q9UBS4', 'IL3'})"
"frozenset({'IL3', 'Q9UKB1', 'Q9C026'})"
"frozenset({'A2RU30', 'P0DPA2', 'IL3'})"
"frozenset({'IL3', 'P56524', 'P06899'})"
"frozenset({'IL3', 'Q9H0R8', 'P49368'})"
"frozenset({'Q9H4B7', 'IL3', 'Q9H492'})"
"frozenset({'Q9C093', 'IL3', 'P02647'})"
"frozenset({'Q13315', 'IL3', 'P54725'})"
"frozenset({'O95251', 'IL3', 'P06493'})"
"frozenset({'Q8N3V7', 'IL3', 'Q13045'})"
"frozenset({'IL3', 'Q15139', 'P22059'})"
"frozenset({'Q8NB90', 'Q8WZ79', 'IL3'})"
"frozenset({'P20648', 'IL3', 'P51164'})"
"frozenset({'P21802', 'IL3', 'P09630'})"
"frozenset({'P09455', 'IL3', 'Q4LE39'})"
"frozenset({'Q96SB4', 'IL3', 'Q8NAP3'})"
"frozenset({'Q9Y624', 'IL3', 'O14936'})"
"frozenset({'Q9HAW4', 'IL3', 'Q9UM11'})"
"frozenset({'IL3', 'Q15797', 'Q01844'})"
"frozenset({'P10599', 'IL3', 'P11171'})"
"frozenset({'P18074', 'Q03468', 'IL3'})"
"frozenset({'Q9BZR8', 'IL3', 'P0DI82'})"
"frozenset({'IL3', 'Q8N3Z6', 'Q8TAD8'})"
"frozenset({'P04843', 'IL3', 'Q99459'})"
"frozenset({'P68431', 'Q9UKN8', 'IL3'})"
"frozenset({'P20337', 'IL3', 'O43493'})"
"frozenset({'Q9UGI0', 'IL3', 'Q6ZNH5'})"
"frozenset({'Q9UKJ5', 'IL3', 'Q9BPW9'})"
"frozenset({'O15119', 'Q15717', 'IL3'})"
"frozenset({'P78371', 'Q9Y3A3', 'IL3'})"
"frozenset({'Q96CW1', 'Q9NSY1', 'IL3'})"
"frozenset({'Q9UL46', 'Q02575', 'IL3'})"
"frozenset({'O75461', 'O14757', 'IL3'})"
"frozenset({'P17081', 'IL3', 'Q13153'})"
"frozenset({'Q12809', 'IL3', 'P62258'})"
"frozenset({'IL3', 'P35568', 'Q92729'})"
"frozenset({'Q14833', 'IL3', 'Q9UK08'})"
"frozenset({'O60506', 'IL3', 'P04406'})"
"frozenset({'P48551', 'IL3', 'P09919'})"
"frozenset({'Q86TI2', 'IL3', 'O76071'})"
"frozenset({'P05412', 'P01375', 'IL3'})"
"frozenset({'P07437', 'IL3', 'P68366'})"
"frozenset({'Q9GZV5', 'IL3', 'Q9NUJ3'})"
"frozenset({'IL3', 'P0DP23', 'Q8IZ21'})"
"frozenset({'IL3', 'O43513', 'P03372'})"
"frozenset({'O95684', 'IL3', 'Q13098'})"
"frozenset({'Q9BYE3', 'O43609', 'IL3'})"
"frozenset({'Q9UHK0', 'IL3', 'Q8N3J6'})"
"frozenset({'P05106', 'Q9Y4G6', 'IL3'})"
"frozenset({'Q08380', 'IL3', 'Q9H492'})"
"frozenset({'O60547', 'O95271', 'IL3'})"
"frozenset({'O95837', 'P28335', 'IL3'})"
"frozenset({'Q99523', 'IL3', 'Q8IZY2'})"
"frozenset({'Q9H040', 'P08670', 'IL3'})"
"frozenset({'Q9NVH1', 'IL3', 'P40121'})"
"frozenset({'P53041', 'P23284', 'IL3'})"
"frozenset({'P04183', 'IL3', 'P42025'})"
"frozenset({'P11234', 'IL3', 'Q9UHA4'})"
"frozenset({'Q9NYB9', 'Q9HCE1', 'IL3'})"
"frozenset({'Q96SB4', 'IL3', 'Q13642'})"
"frozenset({'Q96A00', 'IL3', 'Q15139'})"
"frozenset({'O43189', 'Q92800', 'IL3'})"
"frozenset({'Q00688', 'IL3', 'P49770'})"
"frozenset({'Q13489', 'Q9HC29', 'IL3'})"
"frozenset({'P23246', 'Q13535', 'IL3'})"
"frozenset({'O75752', 'IL3', 'Q9HCY8'})"
"frozenset({'O00264', 'IL3', 'P51572'})"
"frozenset({'P04629', 'IL3', 'Q8WTT2'})"
"frozenset({'Q9H944', 'P15976', 'IL3'})"
"frozenset({'O75461', 'IL3', 'P09211'})"
"frozenset({'Q16763', 'P15374', 'IL3'})"
"frozenset({'O00429', 'IL3', 'O00165'})"
"frozenset({'IL3', 'Q14005', 'Q99712'})"
"frozenset({'P05412', 'IL3', 'Q9Y285'})"
"frozenset({'P55786', 'P21980', 'IL3'})"
"frozenset({'P04629', 'Q13330', 'IL3'})"
"frozenset({'Q13107', 'IL3', 'Q9Y4E8'})"
"frozenset({'Q07960', 'IL3', 'Q96D46'})"
"frozenset({'Q13535', 'IL3', 'Q96AE4'})"
"frozenset({'IL3', 'P50914', 'P42696'})"
"frozenset({'Q92979', 'Q9Y297', 'IL3'})"
"frozenset({'Q96CA5', 'P51668', 'IL3'})"
"frozenset({'Q92572', 'IL3', 'Q9Y5M8'})"
"frozenset({'P63010', 'Q16626', 'IL3'})"
"frozenset({'P14373', 'IL3', 'O76041'})"
"frozenset({'Q13363', 'IL3', 'Q96T58'})"
"frozenset({'Q6A162', 'IL3', 'O95363'})"
"frozenset({'P06748', 'IL3', 'O95793'})"
"frozenset({'IL3', 'P12955', 'P61604'})"
"frozenset({'Q9UBP6', 'Q02818', 'IL3'})"
"frozenset({'O94986', 'Q68CZ6', 'IL3'})"
"frozenset({'Q6STE5', 'P05412', 'IL3'})"
"frozenset({'P12814', 'IL3', 'P52292'})"
"frozenset({'Q7Z4K8', 'P38398', 'IL3'})"
"frozenset({'P36873', 'IL3', 'Q13555'})"
"frozenset({'IL3', 'Q5JRV8', 'P28676'})"
"frozenset({'Q04917', 'IL3', 'Q9UQ26'})"
"frozenset({'P19838', 'IL3', 'P63000'})"
"frozenset({'P08238', 'Q9UBU9', 'IL3'})"
"frozenset({'O95429', 'Q86VP6', 'IL3'})"
"frozenset({'Q8NHV4', 'IL3', 'O14936'})"
"frozenset({'Q13489', 'IL3', 'Q13049'})"
"frozenset({'P62241', 'Q9H2C0', 'IL3'})"
"frozenset({'O43896', 'IL3', 'O95793'})"
"frozenset({'P30084', 'IL3', 'Q9BXR5'})"
"frozenset({'Q8NF50', 'IL3', 'Q9Y2V2'})"
"frozenset({'P19784', 'Q9NZC7', 'IL3'})"
"frozenset({'P60484', 'IL3', 'Q05397'})"
"frozenset({'Q9UPZ9', 'Q9UG01', 'IL3'})"
"frozenset({'P62820', 'Q9UPY8', 'IL3'})"
"frozenset({'Q9H410', 'P51587', 'IL3'})"
"frozenset({'Q14896', 'IL3', 'Q14315'})"
"frozenset({'P27694', 'P18754', 'IL3'})"
"frozenset({'Q15796', 'P51003', 'IL3'})"
"frozenset({'Q5T215', 'P48553', 'IL3'})"
"frozenset({'IL3', 'Q7Z6R9', 'P05549'})"
"frozenset({'Q8NCN5', 'P34897', 'IL3'})"
"frozenset({'IL3', 'Q13438', 'P35579'})"
"frozenset({'P03886', 'IL3', 'Q9NX14'})"
"frozenset({'Q96FW1', 'IL3', 'P04637'})"
"frozenset({'Q9HAV7', 'IL3', 'Q92598'})"
"frozenset({'Q16795', 'O95169', 'IL3'})"
"frozenset({'O75030', 'Q15125', 'IL3'})"
"frozenset({'Q9Y2L1', 'Q9NPD3', 'IL3'})"
"frozenset({'P47755', 'IL3', 'P42025'})"
"frozenset({'Q9NRX5', 'IL3', 'Q9NRZ7'})"
"frozenset({'Q96QT6', 'Q8WUU5', 'IL3'})"
"frozenset({'Q13683', 'IL3', 'P21333'})"
"frozenset({'P05412', 'IL3', 'P54136'})"
"frozenset({'O95182', 'IL3', 'O95298'})"
"frozenset({'P15260', 'IL3', 'Q8IZI9'})"
"frozenset({'P62195', 'IL3', 'Q7Z2V1'})"
"frozenset({'P26373', 'P06748', 'IL3'})"
"frozenset({'Q9P0J0', 'IL3', 'P18859'})"
"frozenset({'O60260', 'P62249', 'IL3'})"
"frozenset({'O75360', 'P35219', 'IL3'})"
"frozenset({'P62136', 'Q9UQM7', 'IL3'})"
"frozenset({'P01892', 'IL3', 'P78334'})"
"frozenset({'Q9Y279', 'P98194', 'IL3'})"
"frozenset({'P26885', 'IL3', 'P22392'})"
