#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
Q12929	P00533	1	EGFR1	4	physical	EPS8	EGFR
Q12929	P29353	1	EGFR1	4	physical	EPS8	SHC1
Q12929	Q92738	1	EGFR1	4	physical	EPS8	USP6NL
P04626	P00533	1	EGFR1	4	physical	ERBB2	EGFR
Q9UJM3	P62736	1	EGFR1	4	physical	ERRFI1	ACTA2
Q9UJM3	P36542	1	EGFR1	4	physical	ERRFI1	ATP5C1
Q9UJM3	P22681	1	EGFR1	4	physical	ERRFI1	CBL
Q9UJM3	Q13191	1	EGFR1	4	physical	ERRFI1	CBLB
Q9UJM3	P01133	1	EGFR1	4	physical	ERRFI1	EGF
Q9UJM3	P00533	1	EGFR1	4	physical	ERRFI1	EGFR
Q9UJM3	P62993	1	EGFR1	4	physical	ERRFI1	GRB2
Q9UJM3	P00403	1	EGFR1	4	physical	ERRFI1	MT-CO2
Q9UJM3	P27986	1	EGFR1	4	physical	ERRFI1	PIK3R1
Q9UJM3	O00459	1	EGFR1	4	physical	ERRFI1	PIK3R2
Q9UJM3	P29353	1	EGFR1	4	physical	ERRFI1	SHC1
Q9UJM3	P62316	1	EGFR1	4	physical	ERRFI1	SNRPD2
Q9UJM3	Q07889	1	EGFR1	4	physical	ERRFI1	SOS1
Q9UJM3	Q07890	1	EGFR1	4	physical	ERRFI1	SOS2
Q9UJM3	P0CG47	1	EGFR1	4	physical	ERRFI1	UBB
Q9UJM3	P52735	1	EGFR1	4	physical	ERRFI1	VAV2
Q9UJM3	P63104	1	EGFR1	4	physical	ERRFI1	YWHAZ
O75955	Q14254	1	EGFR1	4	physical	FLOT1	FLOT2
Q14254	O75955	1	EGFR1	4	physical	FLOT2	FLOT1
P01100	P05412	1	EGFR1	4	physical	FOS	JUN
P01100	P17535	1	EGFR1	4	physical	FOS	JUND
Q8WU20	P00533	1	EGFR1	4	physical	FRS2	EGFR
Q8WU20	P62993	1	EGFR1	4	physical	FRS2	GRB2
Q8WU20	Q06124	1	EGFR1	4	physical	FRS2	PTPN11
O43559	P28482	1	EGFR1	4	physical	FRS3	MAPK1
Q13480	P00533	1	EGFR1	4	physical	GAB1	EGFR
Q13480	Q9H706	1	EGFR1	4	physical	GAB1	GAREM
Q13480	P62993	1	EGFR1	4	physical	GAB1	GRB2
Q13480	P42336	1	EGFR1	4	physical	GAB1	PIK3CA
Q13480	P42338	1	EGFR1	4	physical	GAB1	PIK3CB
Q13480	O00329	1	EGFR1	4	physical	GAB1	PIK3CD
Q13480	P48736	1	EGFR1	4	physical	GAB1	PIK3CG
Q13480	P27986	1	EGFR1	4	physical	GAB1	PIK3R1
Q13480	O00459	1	EGFR1	4	physical	GAB1	PIK3R2
Q13480	Q92569	1	EGFR1	4	physical	GAB1	PIK3R3
Q13480	P19174	1	EGFR1	4	physical	GAB1	PLCG1
Q13480	Q06124	1	EGFR1	4	physical	GAB1	PTPN11
Q13480	P49023	1	EGFR1	4	physical	GAB1	PXN
Q9UQC2	P62993	1	EGFR1	4	physical	GAB2	GRB2
Q9UQC2	P27986	1	EGFR1	4	physical	GAB2	PIK3R1
Q9UQC2	Q06124	1	EGFR1	4	physical	GAB2	PTPN11
Q9UQC2	P12931	1	EGFR1	4	physical	GAB2	SRC
Q9H706	P00533	1	EGFR1	4	physical	GAREM	EGFR
Q9H706	Q13480	1	EGFR1	4	physical	GAREM	GAB1
Q9H706	P62993	1	EGFR1	4	physical	GAREM	GRB2
Q9H706	Q06124	1	EGFR1	4	physical	GAREM	PTPN11
Q9Y2X7	P19174	1	EGFR1	4	physical	GIT1	PLCG1
P17302	Q13164	1	EGFR1	4	physical	GJA1	MAPK7
Q13322	P00533	1	EGFR1	4	physical	GRB10	EGFR
Q13322	Q99558	1	EGFR1	4	physical	GRB10	MAP3K14
Q14449	Q99558	1	EGFR1	4	physical	GRB14	MAP3K14
P62993	P62736	1	EGFR1	4	physical	GRB2	ACTA2
P62993	O95782	1	EGFR1	4	physical	GRB2	AP2A1
P62993	P63010	1	EGFR1	4	physical	GRB2	AP2B1
P62993	P53680	1	EGFR1	4	physical	GRB2	AP2S1
P62993	P36542	1	EGFR1	4	physical	GRB2	ATP5C1
P62993	P22681	1	EGFR1	4	physical	GRB2	CBL
P62993	Q13191	1	EGFR1	4	physical	GRB2	CBLB
P62993	Q9ULV8	1	EGFR1	4	physical	GRB2	CBLC
P62993	P13987	1	EGFR1	4	physical	GRB2	CD59
P62993	P46108	1	EGFR1	4	physical	GRB2	CRK
P62993	P01133	1	EGFR1	4	physical	GRB2	EGF
P62993	P00533	1	EGFR1	4	physical	GRB2	EGFR
P62993	P58107	1	EGFR1	4	physical	GRB2	EPPK1
P62993	Q9UJM3	1	EGFR1	4	physical	GRB2	ERRFI1
P62993	Q8WU20	1	EGFR1	4	physical	GRB2	FRS2
P62993	Q13480	1	EGFR1	4	physical	GRB2	GAB1
P62993	Q9UQC2	1	EGFR1	4	physical	GRB2	GAB2
P62993	Q9H706	1	EGFR1	4	physical	GRB2	GAREM
P62993	Q16695	1	EGFR1	4	physical	GRB2	HIST3H3
P62993	P42858	1	EGFR1	4	physical	GRB2	HTT
P62993	P46940	1	EGFR1	4	physical	GRB2	IQGAP1
P62993	Q04695	1	EGFR1	4	physical	GRB2	KRT17
P62993	P05783	1	EGFR1	4	physical	GRB2	KRT18
P62993	P08729	1	EGFR1	4	physical	GRB2	KRT7
P62993	P05787	1	EGFR1	4	physical	GRB2	KRT8
P62993	Q13233	1	EGFR1	4	physical	GRB2	MAP3K1
P62993	Q92918	1	EGFR1	4	physical	GRB2	MAP4K1
P62993	Q6WCQ1	1	EGFR1	4	physical	GRB2	MPRIP
P62993	P00403	1	EGFR1	4	physical	GRB2	MT-CO2
P62993	Q13153	1	EGFR1	4	physical	GRB2	PAK1
P62993	O00750	1	EGFR1	4	physical	GRB2	PIK3C2B
P62993	P27986	1	EGFR1	4	physical	GRB2	PIK3R1
P62993	O00459	1	EGFR1	4	physical	GRB2	PIK3R2
P62993	Q15149	1	EGFR1	4	physical	GRB2	PLEC
P62993	P10644	1	EGFR1	4	physical	GRB2	PRKAR1A
P62993	Q06124	1	EGFR1	4	physical	GRB2	PTPN11
P62993	Q05209	1	EGFR1	4	physical	GRB2	PTPN12
P62993	Q9H0H5	1	EGFR1	4	physical	GRB2	RACGAP1
P62993	Q96D71	1	EGFR1	4	physical	GRB2	REPS1
P62993	Q8NFH8	1	EGFR1	4	physical	GRB2	REPS2
P62993	P29353	1	EGFR1	4	physical	GRB2	SHC1
P62993	Q2TAY7	1	EGFR1	4	physical	GRB2	SMU1
P62993	P62316	1	EGFR1	4	physical	GRB2	SNRPD2
P62993	Q07889	1	EGFR1	4	physical	GRB2	SOS1
P62993	Q07890	1	EGFR1	4	physical	GRB2	SOS2
P62993	Q07912	1	EGFR1	4	physical	GRB2	TNK2
P62993	P0CG47	1	EGFR1	4	physical	GRB2	UBB
P62993	P52735	1	EGFR1	4	physical	GRB2	VAV2
P62993	Q9UKW4	1	EGFR1	4	physical	GRB2	VAV3
P62993	P63104	1	EGFR1	4	physical	GRB2	YWHAZ
Q14451	Q03135	1	EGFR1	4	physical	GRB7	CAV1
Q14451	Q99558	1	EGFR1	4	physical	GRB7	MAP3K14
O14929	Q16695	1	EGFR1	4	Acetylation	HAT1	HIST3H3
Q13547	Q15583	1	EGFR1	4	physical	HDAC1	TGIF1
O00291	P42858	1	EGFR1	4	physical	HIP1	HTT
Q16695	O95782	1	EGFR1	4	physical	HIST3H3	AP2A1
Q16695	P63010	1	EGFR1	4	physical	HIST3H3	AP2B1
Q16695	P53680	1	EGFR1	4	physical	HIST3H3	AP2S1
Q16695	Q13191	1	EGFR1	4	physical	HIST3H3	CBLB
Q16695	P13987	1	EGFR1	4	physical	HIST3H3	CD59
Q16695	P00533	1	EGFR1	4	physical	HIST3H3	EGFR
Q16695	P58107	1	EGFR1	4	physical	HIST3H3	EPPK1
Q16695	P62993	1	EGFR1	4	physical	HIST3H3	GRB2
Q16695	P46940	1	EGFR1	4	physical	HIST3H3	IQGAP1
Q16695	Q04695	1	EGFR1	4	physical	HIST3H3	KRT17
Q16695	P05783	1	EGFR1	4	physical	HIST3H3	KRT18
Q16695	P08729	1	EGFR1	4	physical	HIST3H3	KRT7
Q16695	P05787	1	EGFR1	4	physical	HIST3H3	KRT8
Q16695	Q6WCQ1	1	EGFR1	4	physical	HIST3H3	MPRIP
Q16695	Q15149	1	EGFR1	4	physical	HIST3H3	PLEC
Q16695	Q06124	1	EGFR1	4	physical	HIST3H3	PTPN11
Q16695	Q9H0H5	1	EGFR1	4	physical	HIST3H3	RACGAP1
Q16695	P29353	1	EGFR1	4	physical	HIST3H3	SHC1
Q16695	Q2TAY7	1	EGFR1	4	physical	HIST3H3	SMU1
Q16695	P62316	1	EGFR1	4	physical	HIST3H3	SNRPD2
Q16695	Q07889	1	EGFR1	4	physical	HIST3H3	SOS1
Q16695	P52735	1	EGFR1	4	physical	HIST3H3	VAV2
Q16695	Q9UKW4	1	EGFR1	4	physical	HIST3H3	VAV3
P01112	Q13233	1	EGFR1	4	physical	HRAS	MAP3K1
P01112	Q9P212	1	EGFR1	4	physical	HRAS	PLCE1
P01112	P04049	1	EGFR1	4	physical	HRAS	RAF1
P01112	Q12967	1	EGFR1	4	physical	HRAS	RALGDS
P34932	Q06124	1	EGFR1	4	physical	HSPA4	PTPN11
P42858	P00533	1	EGFR1	4	physical	HTT	EGFR
P42858	P62993	1	EGFR1	4	physical	HTT	GRB2
P42858	O00291	1	EGFR1	4	physical	HTT	HIP1
P42858	P20936	1	EGFR1	4	physical	HTT	RASA1
Q8NFM7	P00533	1	EGFR1	4	physical	IL17RD	EGFR
O15357	P00533	1	EGFR1	4	physical	INPPL1	EGFR
O15357	Q06190	1	EGFR1	4	physical	INPPL1	PPP2R3A
O15357	P29353	1	EGFR1	4	physical	INPPL1	SHC1
P46940	O95782	1	EGFR1	4	physical	IQGAP1	AP2A1
P46940	P63010	1	EGFR1	4	physical	IQGAP1	AP2B1
P46940	P53680	1	EGFR1	4	physical	IQGAP1	AP2S1
P46940	P15056	1	EGFR1	4	physical	IQGAP1	BRAF
P46940	Q13191	1	EGFR1	4	physical	IQGAP1	CBLB
P46940	P13987	1	EGFR1	4	physical	IQGAP1	CD59
P46940	P00533	1	EGFR1	4	physical	IQGAP1	EGFR
P46940	P58107	1	EGFR1	4	physical	IQGAP1	EPPK1
P46940	P62993	1	EGFR1	4	physical	IQGAP1	GRB2
P46940	Q16695	1	EGFR1	4	physical	IQGAP1	HIST3H3
P46940	Q04695	1	EGFR1	4	physical	IQGAP1	KRT17
P46940	P05783	1	EGFR1	4	physical	IQGAP1	KRT18
P46940	P08729	1	EGFR1	4	physical	IQGAP1	KRT7
P46940	P05787	1	EGFR1	4	physical	IQGAP1	KRT8
P46940	Q6WCQ1	1	EGFR1	4	physical	IQGAP1	MPRIP
P46940	Q15149	1	EGFR1	4	physical	IQGAP1	PLEC
P46940	Q06124	1	EGFR1	4	physical	IQGAP1	PTPN11
P46940	Q9H0H5	1	EGFR1	4	physical	IQGAP1	RACGAP1
P46940	P29353	1	EGFR1	4	physical	IQGAP1	SHC1
P46940	Q2TAY7	1	EGFR1	4	physical	IQGAP1	SMU1
P46940	P62316	1	EGFR1	4	physical	IQGAP1	SNRPD2
P46940	Q07889	1	EGFR1	4	physical	IQGAP1	SOS1
P46940	P52735	1	EGFR1	4	physical	IQGAP1	VAV2
P46940	Q9UKW4	1	EGFR1	4	physical	IQGAP1	VAV3
Q96J02	Q99962	1	EGFR1	4	Ubiquitination	ITCH	SH3GL2
P23458	P42224	1	EGFR1	4	physical	JAK1	STAT1
P23458	P40763	1	EGFR1	4	physical	JAK1	STAT3
O60674	Q05209	1	EGFR1	4	physical	JAK2	PTPN12
O60674	P42224	1	EGFR1	4	physical	JAK2	STAT1
O60674	P40763	1	EGFR1	4	physical	JAK2	STAT3
P05412	P01100	1	EGFR1	4	physical	JUN	FOS
P05412	P28482	1	EGFR1	4	physical	JUN	MAPK1
P05412	P27361	1	EGFR1	4	physical	JUN	MAPK3
P05412	P08047	1	EGFR1	4	physical	JUN	SP1
P17535	P01100	1	EGFR1	4	physical	JUND	FOS
P17535	P27361	1	EGFR1	4	Phosphorylation	JUND	MAPK3
P01116	P15056	1	EGFR1	4	physical	KRAS	BRAF
Q04695	O95782	1	EGFR1	4	physical	KRT17	AP2A1
Q04695	P63010	1	EGFR1	4	physical	KRT17	AP2B1
Q04695	P53680	1	EGFR1	4	physical	KRT17	AP2S1
Q04695	Q13191	1	EGFR1	4	physical	KRT17	CBLB
Q04695	P13987	1	EGFR1	4	physical	KRT17	CD59
Q04695	P00533	1	EGFR1	4	physical	KRT17	EGFR
Q04695	P58107	1	EGFR1	4	physical	KRT17	EPPK1
Q04695	P62993	1	EGFR1	4	physical	KRT17	GRB2
Q04695	Q16695	1	EGFR1	4	physical	KRT17	HIST3H3
Q04695	P46940	1	EGFR1	4	physical	KRT17	IQGAP1
Q04695	P05783	1	EGFR1	4	physical	KRT17	KRT18
Q04695	P08729	1	EGFR1	4	physical	KRT17	KRT7
Q04695	P05787	1	EGFR1	4	physical	KRT17	KRT8
Q04695	Q6WCQ1	1	EGFR1	4	physical	KRT17	MPRIP
Q04695	Q15149	1	EGFR1	4	physical	KRT17	PLEC
Q04695	Q06124	1	EGFR1	4	physical	KRT17	PTPN11
Q04695	Q9H0H5	1	EGFR1	4	physical	KRT17	RACGAP1
Q04695	P29353	1	EGFR1	4	physical	KRT17	SHC1
Q04695	Q2TAY7	1	EGFR1	4	physical	KRT17	SMU1
Q04695	P62316	1	EGFR1	4	physical	KRT17	SNRPD2
Q04695	Q07889	1	EGFR1	4	physical	KRT17	SOS1
Q04695	P52735	1	EGFR1	4	physical	KRT17	VAV2
Q04695	Q9UKW4	1	EGFR1	4	physical	KRT17	VAV3
P05783	O95782	1	EGFR1	4	physical	KRT18	AP2A1
P05783	P63010	1	EGFR1	4	physical	KRT18	AP2B1
P05783	P53680	1	EGFR1	4	physical	KRT18	AP2S1
P05783	Q13191	1	EGFR1	4	physical	KRT18	CBLB
P05783	P13987	1	EGFR1	4	physical	KRT18	CD59
P05783	P00533	1	EGFR1	4	physical	KRT18	EGFR
P05783	P58107	1	EGFR1	4	physical	KRT18	EPPK1
P05783	P62993	1	EGFR1	4	physical	KRT18	GRB2
P05783	Q16695	1	EGFR1	4	physical	KRT18	HIST3H3
P05783	P46940	1	EGFR1	4	physical	KRT18	IQGAP1
P05783	Q04695	1	EGFR1	4	physical	KRT18	KRT17
P05783	P08729	1	EGFR1	4	physical	KRT18	KRT7
P05783	P05787	1	EGFR1	4	physical	KRT18	KRT8
P05783	Q6WCQ1	1	EGFR1	4	physical	KRT18	MPRIP
P05783	Q15149	1	EGFR1	4	physical	KRT18	PLEC
P05783	Q06124	1	EGFR1	4	physical	KRT18	PTPN11
P05783	Q9H0H5	1	EGFR1	4	physical	KRT18	RACGAP1
P05783	P29353	1	EGFR1	4	physical	KRT18	SHC1
P05783	Q2TAY7	1	EGFR1	4	physical	KRT18	SMU1
P05783	P62316	1	EGFR1	4	physical	KRT18	SNRPD2
P05783	Q07889	1	EGFR1	4	physical	KRT18	SOS1
P05783	P52735	1	EGFR1	4	physical	KRT18	VAV2
P05783	Q9UKW4	1	EGFR1	4	physical	KRT18	VAV3
P08729	O95782	1	EGFR1	4	physical	KRT7	AP2A1
P08729	P63010	1	EGFR1	4	physical	KRT7	AP2B1
P08729	P53680	1	EGFR1	4	physical	KRT7	AP2S1
P08729	Q13191	1	EGFR1	4	physical	KRT7	CBLB
P08729	P13987	1	EGFR1	4	physical	KRT7	CD59
P08729	P00533	1	EGFR1	4	physical	KRT7	EGFR
P08729	P58107	1	EGFR1	4	physical	KRT7	EPPK1
P08729	P62993	1	EGFR1	4	physical	KRT7	GRB2
P08729	Q16695	1	EGFR1	4	physical	KRT7	HIST3H3
P08729	P46940	1	EGFR1	4	physical	KRT7	IQGAP1
P08729	Q04695	1	EGFR1	4	physical	KRT7	KRT17
P08729	P05783	1	EGFR1	4	physical	KRT7	KRT18
P08729	P05787	1	EGFR1	4	physical	KRT7	KRT8
P08729	Q6WCQ1	1	EGFR1	4	physical	KRT7	MPRIP
P08729	Q15149	1	EGFR1	4	physical	KRT7	PLEC
P08729	Q06124	1	EGFR1	4	physical	KRT7	PTPN11
P08729	Q9H0H5	1	EGFR1	4	physical	KRT7	RACGAP1
P08729	P29353	1	EGFR1	4	physical	KRT7	SHC1
P08729	Q2TAY7	1	EGFR1	4	physical	KRT7	SMU1
P08729	P62316	1	EGFR1	4	physical	KRT7	SNRPD2
P08729	Q07889	1	EGFR1	4	physical	KRT7	SOS1
P08729	P52735	1	EGFR1	4	physical	KRT7	VAV2
P08729	Q9UKW4	1	EGFR1	4	physical	KRT7	VAV3
P05787	O95782	1	EGFR1	4	physical	KRT8	AP2A1
P05787	P63010	1	EGFR1	4	physical	KRT8	AP2B1
P05787	P53680	1	EGFR1	4	physical	KRT8	AP2S1
P05787	Q13191	1	EGFR1	4	physical	KRT8	CBLB
P05787	P13987	1	EGFR1	4	physical	KRT8	CD59
P05787	P00533	1	EGFR1	4	physical	KRT8	EGFR
P05787	P58107	1	EGFR1	4	physical	KRT8	EPPK1
P05787	P62993	1	EGFR1	4	physical	KRT8	GRB2
P05787	Q16695	1	EGFR1	4	physical	KRT8	HIST3H3
P05787	P46940	1	EGFR1	4	physical	KRT8	IQGAP1
P05787	Q04695	1	EGFR1	4	physical	KRT8	KRT17
P05787	P05783	1	EGFR1	4	physical	KRT8	KRT18
P05787	P08729	1	EGFR1	4	physical	KRT8	KRT7
P05787	Q6WCQ1	1	EGFR1	4	physical	KRT8	MPRIP
P05787	Q15149	1	EGFR1	4	physical	KRT8	PLEC
P05787	Q06124	1	EGFR1	4	physical	KRT8	PTPN11
P05787	Q9H0H5	1	EGFR1	4	physical	KRT8	RACGAP1
P05787	P29353	1	EGFR1	4	physical	KRT8	SHC1
P05787	Q2TAY7	1	EGFR1	4	physical	KRT8	SMU1
P05787	P62316	1	EGFR1	4	physical	KRT8	SNRPD2
P05787	Q07889	1	EGFR1	4	physical	KRT8	SOS1
P05787	P52735	1	EGFR1	4	physical	KRT8	VAV2
P05787	Q9UKW4	1	EGFR1	4	physical	KRT8	VAV3
Q8IVT5	P04049	1	EGFR1	4	Phosphorylation	KSR1	RAF1
Q02750	P00533	1	EGFR1	4	physical	MAP2K1	EGFR
Q02750	Q13233	1	EGFR1	4	physical	MAP2K1	MAP3K1
Q02750	P28482	1	EGFR1	4	physical	MAP2K1	MAPK1
Q02750	P28482	1	EGFR1	4	Phosphorylation	MAP2K1	MAPK1
Q02750	Q16539	1	EGFR1	4	physical	MAP2K1	MAPK14
Q02750	P27361	1	EGFR1	4	Phosphorylation	MAP2K1	MAPK3
Q02750	P27361	1	EGFR1	4	physical	MAP2K1	MAPK3
Q02750	P30086	1	EGFR1	4	physical	MAP2K1	PEBP1
Q02750	P04049	1	EGFR1	4	physical	MAP2K1	RAF1
P36507	P28482	1	EGFR1	4	physical	MAP2K2	MAPK1
P36507	P28482	1	EGFR1	4	Phosphorylation	MAP2K2	MAPK1
P36507	P27361	1	EGFR1	4	physical	MAP2K2	MAPK3
P36507	P27361	1	EGFR1	4	Phosphorylation	MAP2K2	MAPK3
P46734	P27361	1	EGFR1	4	physical	MAP2K3	MAPK3
Q13163	Q99759	1	EGFR1	4	physical	MAP2K5	MAP3K3
Q13163	Q13164	1	EGFR1	4	physical	MAP2K5	MAPK7
Q13163	P41743	1	EGFR1	4	physical	MAP2K5	PRKCI
Q13163	Q05513	1	EGFR1	4	physical	MAP2K5	PRKCZ
O14733	P45983	1	EGFR1	4	physical	MAP2K7	MAPK8
Q13233	P60953	1	EGFR1	4	physical	MAP3K1	CDC42
Q13233	P62993	1	EGFR1	4	physical	MAP3K1	GRB2
Q13233	P01112	1	EGFR1	4	physical	MAP3K1	HRAS
Q13233	Q02750	1	EGFR1	4	physical	MAP3K1	MAP2K1
Q13233	P63000	1	EGFR1	4	physical	MAP3K1	RAC1
Q13233	P29353	1	EGFR1	4	physical	MAP3K1	SHC1
Q99558	P00533	1	EGFR1	4	physical	MAP3K14	EGFR
Q99558	Q13322	1	EGFR1	4	physical	MAP3K14	GRB10
Q99558	Q14449	1	EGFR1	4	physical	MAP3K14	GRB14
Q99558	Q14451	1	EGFR1	4	physical	MAP3K14	GRB7
Q99558	Q13546	1	EGFR1	4	physical	MAP3K14	RIPK1
Q9Y2U5	Q13163	1	EGFR1	4	Phosphorylation	MAP3K2	MAP2K5
Q9Y2U5	Q9NP31	1	EGFR1	4	physical	MAP3K2	SH2D2A
Q9Y2U5	Q9H4A3	1	EGFR1	4	physical	MAP3K2	WNK1
Q99759	Q13163	1	EGFR1	4	physical	MAP3K3	MAP2K5
Q99759	Q13163	1	EGFR1	4	Phosphorylation	MAP3K3	MAP2K5
Q99759	Q9H4A3	1	EGFR1	4	physical	MAP3K3	WNK1
Q9Y6R4	P60953	1	EGFR1	4	physical	MAP3K4	CDC42
Q9Y6R4	P63000	1	EGFR1	4	physical	MAP3K4	RAC1
Q92918	P62993	1	EGFR1	4	physical	MAP4K1	GRB2
P28482	P55211	1	EGFR1	4	physical	MAPK1	CASP9
P28482	P55211	1	EGFR1	4	Phosphorylation	MAPK1	CASP9
P28482	Q03135	1	EGFR1	4	physical	MAPK1	CAV1
P28482	P00533	1	EGFR1	4	physical	MAPK1	EGFR
P28482	P19419	1	EGFR1	4	physical	MAPK1	ELK1
P28482	P19419	1	EGFR1	4	Phosphorylation	MAPK1	ELK1
P28482	Q8WU20	1	EGFR1	4	Phosphorylation	MAPK1	FRS2
P28482	O43559	1	EGFR1	4	physical	MAPK1	FRS3
P28482	P05412	1	EGFR1	4	physical	MAPK1	JUN
P28482	P17535	1	EGFR1	4	Phosphorylation	MAPK1	JUND
P28482	O14901	1	EGFR1	4	Phosphorylation	MAPK1	KLF11
P28482	Q02750	1	EGFR1	4	physical	MAPK1	MAP2K1
P28482	P36507	1	EGFR1	4	physical	MAPK1	MAP2K2
P28482	Q16539	1	EGFR1	4	physical	MAPK1	MAPK14
P28482	P30086	1	EGFR1	4	physical	MAPK1	PEBP1
P28482	P54829	1	EGFR1	4	Phosphorylation	MAPK1	PTPN5
P28482	P54829	1	EGFR1	4	physical	MAPK1	PTPN5
P28482	Q15256	1	EGFR1	4	Phosphorylation	MAPK1	PTPRR
P28482	Q15256	1	EGFR1	4	physical	MAPK1	PTPRR
P28482	Q15418	1	EGFR1	4	physical	MAPK1	RPS6KA1
P28482	Q15349	1	EGFR1	4	physical	MAPK1	RPS6KA2
P28482	P51812	1	EGFR1	4	physical	MAPK1	RPS6KA3
P28482	O75582	1	EGFR1	4	Phosphorylation	MAPK1	RPS6KA5
P28482	Q8N5H7	1	EGFR1	4	Phosphorylation	MAPK1	SH2D3C
P28482	Q15796	1	EGFR1	4	Phosphorylation	MAPK1	SMAD2
P28482	P84022	1	EGFR1	4	Phosphorylation	MAPK1	SMAD3
P28482	P37840	1	EGFR1	4	physical	MAPK1	SNCA
P28482	P40763	1	EGFR1	4	Phosphorylation	MAPK1	STAT3
P28482	Q15583	1	EGFR1	4	Phosphorylation	MAPK1	TGIF1
P28482	Q15025	1	EGFR1	4	physical	MAPK1	TNIP1
Q16539	Q02750	1	EGFR1	4	physical	MAPK14	MAP2K1
Q16539	P28482	1	EGFR1	4	physical	MAPK14	MAPK1
Q16539	P27361	1	EGFR1	4	physical	MAPK14	MAPK3
P27361	P55211	1	EGFR1	4	physical	MAPK3	CASP9
P27361	Q03135	1	EGFR1	4	physical	MAPK3	CAV1
P27361	P19419	1	EGFR1	4	physical	MAPK3	ELK1
P27361	P19419	1	EGFR1	4	Phosphorylation	MAPK3	ELK1
P27361	P05412	1	EGFR1	4	physical	MAPK3	JUN
P27361	P17535	1	EGFR1	4	Phosphorylation	MAPK3	JUND
P27361	Q02750	1	EGFR1	4	physical	MAPK3	MAP2K1
P27361	P36507	1	EGFR1	4	physical	MAPK3	MAP2K2
P27361	P46734	1	EGFR1	4	physical	MAPK3	MAP2K3
P27361	Q16539	1	EGFR1	4	physical	MAPK3	MAPK14
P27361	Q06124	1	EGFR1	4	Phosphorylation	MAPK3	PTPN11
P27361	P54829	1	EGFR1	4	Phosphorylation	MAPK3	PTPN5
P27361	P54829	1	EGFR1	4	physical	MAPK3	PTPN5
P27361	Q15256	1	EGFR1	4	physical	MAPK3	PTPRR
P27361	Q15256	1	EGFR1	4	Phosphorylation	MAPK3	PTPRR
P27361	Q15418	1	EGFR1	4	physical	MAPK3	RPS6KA1
P27361	Q15349	1	EGFR1	4	physical	MAPK3	RPS6KA2
P27361	P51812	1	EGFR1	4	physical	MAPK3	RPS6KA3
P27361	P40763	1	EGFR1	4	Phosphorylation	MAPK3	STAT3
P27361	Q15583	1	EGFR1	4	Phosphorylation	MAPK3	TGIF1
Q13164	P28324	1	EGFR1	4	Phosphorylation	MAPK7	ELK4
Q13164	P17302	1	EGFR1	4	Phosphorylation	MAPK7	GJA1
Q13164	P17302	1	EGFR1	4	physical	MAPK7	GJA1
Q13164	Q13163	1	EGFR1	4	physical	MAPK7	MAP2K5
Q13164	Q05513	1	EGFR1	4	physical	MAPK7	PRKCZ
Q13164	Q15256	1	EGFR1	4	physical	MAPK7	PTPRR
Q13164	Q15256	1	EGFR1	4	Phosphorylation	MAPK7	PTPRR
Q13164	P31946	1	EGFR1	4	physical	MAPK7	YWHAB
P45983	P46108	1	EGFR1	4	physical	MAPK8	CRK
P45983	P19419	1	EGFR1	4	Phosphorylation	MAPK8	ELK1
P45983	P05412	1	EGFR1	4	Phosphorylation	MAPK8	JUN
P45983	P17535	1	EGFR1	4	Phosphorylation	MAPK8	JUND
P45983	O14733	1	EGFR1	4	physical	MAPK8	MAP2K7
Q6WCQ1	O95782	1	EGFR1	4	physical	MPRIP	AP2A1
Q6WCQ1	P63010	1	EGFR1	4	physical	MPRIP	AP2B1
Q6WCQ1	P53680	1	EGFR1	4	physical	MPRIP	AP2S1
Q6WCQ1	Q13191	1	EGFR1	4	physical	MPRIP	CBLB
Q6WCQ1	P13987	1	EGFR1	4	physical	MPRIP	CD59
Q6WCQ1	P00533	1	EGFR1	4	physical	MPRIP	EGFR
Q6WCQ1	P58107	1	EGFR1	4	physical	MPRIP	EPPK1
Q6WCQ1	P62993	1	EGFR1	4	physical	MPRIP	GRB2
Q6WCQ1	Q16695	1	EGFR1	4	physical	MPRIP	HIST3H3
Q6WCQ1	P46940	1	EGFR1	4	physical	MPRIP	IQGAP1
Q6WCQ1	Q04695	1	EGFR1	4	physical	MPRIP	KRT17
Q6WCQ1	P05783	1	EGFR1	4	physical	MPRIP	KRT18
Q6WCQ1	P08729	1	EGFR1	4	physical	MPRIP	KRT7
Q6WCQ1	P05787	1	EGFR1	4	physical	MPRIP	KRT8
Q6WCQ1	Q15149	1	EGFR1	4	physical	MPRIP	PLEC
Q6WCQ1	Q06124	1	EGFR1	4	physical	MPRIP	PTPN11
Q6WCQ1	Q9H0H5	1	EGFR1	4	physical	MPRIP	RACGAP1
Q6WCQ1	P29353	1	EGFR1	4	physical	MPRIP	SHC1
Q6WCQ1	Q2TAY7	1	EGFR1	4	physical	MPRIP	SMU1
Q6WCQ1	P62316	1	EGFR1	4	physical	MPRIP	SNRPD2
Q6WCQ1	Q07889	1	EGFR1	4	physical	MPRIP	SOS1
Q6WCQ1	P52735	1	EGFR1	4	physical	MPRIP	VAV2
Q6WCQ1	Q9UKW4	1	EGFR1	4	physical	MPRIP	VAV3
P00403	P62736	1	EGFR1	4	physical	MT-CO2	ACTA2
