NODEID	prize	sources	targets	active
WAPL_HUMAN	0.489512544		True	True
WASL_HUMAN	2.709891864		True	True
WDHD1_HUMAN	2.984224778		True	True
WDR4_HUMAN	0.117013281		True	True
WDR44_HUMAN	0.165462318		True	True
WDR48_HUMAN	4.855701146		True	True
WDR55_HUMAN	0.240532253		True	True
WDR62_HUMAN	0.496230535		True	True
WDR70_HUMAN	2.055000425		True	True
WDR75_HUMAN	0.442295245		True	True
WIPF2_HUMAN	2.036351908		True	True
WIPI2_HUMAN	0.704303272		True	True
WIZ_HUMAN	2.423180827		True	True
WNK1_HUMAN	0.562340064		True	True
WRIP1_HUMAN	0.328288345		True	True
XPC_HUMAN	0.139447947		True	True
XRCC1_HUMAN	3.759734218		True	True
XRCC6_HUMAN	1.36897206		True	True
XRN2_HUMAN	1.401650058		True	True
YAP1_HUMAN	1.50029366		True	True
YBOX1_HUMAN	1.625078319		True	True
YBOX3_HUMAN	0.283774141		True	True
YRDC_HUMAN	0.759456845		True	True
Z280C_HUMAN	3.957096259		True	True
Z512B_HUMAN	0.086040691		True	True
ZBT7A_HUMAN	0.668040882		True	True
ZC11A_HUMAN	0.155049275		True	True
ZC3H4_HUMAN	1.420959201		True	True
ZC3HD_HUMAN	0.113112056		True	True
ZCH18_HUMAN	3.79962429		True	True
ZEB1_HUMAN	0.134563631		True	True
ZFY16_HUMAN	2.208481722		True	True
ZFY19_HUMAN	0.602219063		True	True
ZKSC1_HUMAN	2.18084174		True	True
ZMYM4_HUMAN	1.074991674		True	True
ZN148_HUMAN	0.618912748		True	True
ZN318_HUMAN	1.99333318		True	True
ZN609_HUMAN	2.121117169		True	True
ZN638_HUMAN	1.63818319		True	True
ZN703_HUMAN	1.160118644		True	True
ZN830_HUMAN	1.172929746		True	True
ZNRF2_HUMAN	1.201348674		True	True
ZO1_HUMAN	1.998443753		True	True
ZO2_HUMAN	2.359999053		True	True
ZRAB2_HUMAN	0.282624466		True	True
ZYX_HUMAN	1.939922301		True	True
