#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
O00755	Q13467	1	Wnt	8	physical	WNT7A	FZD5
O00755	O75084	1	Wnt	8	physical	WNT7A	FZD7
O00755	O00144	1	Wnt	8	physical	WNT7A	FZD9
O00755	Q01974	1	Wnt	8	physical	WNT7A	ROR2
O00755	Q6FHJ7	1	Wnt	8	physical	WNT7A	SFRP4
O00755	Q9Y5W5	1	Wnt	8	physical	WNT7A	WIF1
O00755	O96014	1	Wnt	8	physical	WNT7A	WNT11
O00755	P56704	1	Wnt	8	physical	WNT7A	WNT3A
O00755	P56705	1	Wnt	8	physical	WNT7A	WNT4
O00755	P41221	1	Wnt	8	physical	WNT7A	WNT5A
O00755	Q9H1J7	1	Wnt	8	physical	WNT7A	WNT5B
O00755	O14904	1	Wnt	8	physical	WNT7A	WNT9A
P56706	Q9UP38	1	Wnt	8	physical	WNT7B	FZD1
P56706	Q9ULW2	1	Wnt	8	physical	WNT7B	FZD10
P56706	Q9ULV1	1	Wnt	8	physical	WNT7B	FZD4
O14904	Q9Y5W5	1	Wnt	8	physical	WNT9A	WIF1
O14904	O96014	1	Wnt	8	physical	WNT9A	WNT11
O14904	P56704	1	Wnt	8	physical	WNT9A	WNT3A
O14904	P56705	1	Wnt	8	physical	WNT9A	WNT4
O14904	P41221	1	Wnt	8	physical	WNT9A	WNT5A
O14904	Q9H1J7	1	Wnt	8	physical	WNT9A	WNT5B
O14904	O00755	1	Wnt	8	physical	WNT9A	WNT7A
O14905	O75581	1	Wnt	8	physical	WNT9B	LRP6
